cell_x	cell_y	cell	mod_id	live_folder	map_folder	source_layout	source_file	owner_count	entry_count	status
44	19	44_19	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/44_19.lotheader	1	1	CLEAR
44	20	44_20	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/44_20.lotheader	1	1	CLEAR
44	21	44_21	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/44_21.lotheader	1	1	CLEAR
44	22	44_22	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/44_22.lotheader	1	1	CLEAR
44	23	44_23	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/44_23.lotheader	1	1	CLEAR
44	24	44_24	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/44_24.lotheader	1	1	CLEAR
44	29	44_29	Begonia_Town	Begonia_Town	Begonia_Town	common	common/media/maps/Begonia_Town/44_29.lotheader	1	1	CLEAR
44	30	44_30	Begonia_Town	Begonia_Town	Begonia_Town	common	common/media/maps/Begonia_Town/44_30.lotheader	1	1	CLEAR
44	55	44_55	BlackpineCounty	Blackpine County	BlackpineCounty	common	common/media/maps/BlackpineCounty/44_55.lotheader	1	1	CLEAR
44	56	44_56	BlackpineCounty	Blackpine County	BlackpineCounty	common	common/media/maps/BlackpineCounty/44_56.lotheader	1	1	CLEAR
44	57	44_57	BlackpineCounty	Blackpine County	BlackpineCounty	common	common/media/maps/BlackpineCounty/44_57.lotheader	1	1	CLEAR
44	58	44_58	BlackpineCounty	Blackpine County	BlackpineCounty	common	common/media/maps/BlackpineCounty/44_58.lotheader	1	1	CLEAR
44	59	44_59	BlackpineCounty	Blackpine County	BlackpineCounty	common	common/media/maps/BlackpineCounty/44_59.lotheader	1	1	CLEAR
45	0	45_0	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/45_0.lotheader	1	1	CLEAR
45	1	45_1	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/45_1.lotheader	1	1	CLEAR
45	2	45_2	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/45_2.lotheader	1	1	CLEAR
45	3	45_3	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/45_3.lotheader	1	1	CLEAR
45	4	45_4	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/45_4.lotheader	1	1	CLEAR
45	5	45_5	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/45_5.lotheader	1	1	CLEAR
45	6	45_6	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/45_6.lotheader	1	1	CLEAR
45	7	45_7	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/45_7.lotheader	1	1	CLEAR
45	8	45_8	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/45_8.lotheader	1	1	CLEAR
45	9	45_9	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/45_9.lotheader	1	1	CLEAR
45	10	45_10	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/45_10.lotheader	1	1	CLEAR
45	11	45_11	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/45_11.lotheader	1	1	CLEAR
45	12	45_12	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/45_12.lotheader	1	1	CLEAR
45	13	45_13	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/45_13.lotheader	1	1	CLEAR
45	14	45_14	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/45_14.lotheader	1	1	CLEAR
45	15	45_15	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/45_15.lotheader	1	1	CLEAR
45	16	45_16	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/45_16.lotheader	1	1	CLEAR
45	17	45_17	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/45_17.lotheader	1	1	CLEAR
45	18	45_18	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/45_18.lotheader	1	1	CLEAR
45	19	45_19	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/45_19.lotheader	1	1	CLEAR
45	20	45_20	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/45_20.lotheader	1	1	CLEAR
45	21	45_21	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/45_21.lotheader	1	1	CLEAR
45	22	45_22	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/45_22.lotheader	1	1	CLEAR
45	23	45_23	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/45_23.lotheader	1	1	CLEAR
45	24	45_24	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/45_24.lotheader	1	1	CLEAR
45	29	45_29	Begonia_Town	Begonia_Town	Begonia_Town	common	common/media/maps/Begonia_Town/45_29.lotheader	1	1	CLEAR
45	30	45_30	Begonia_Town	Begonia_Town	Begonia_Town	common	common/media/maps/Begonia_Town/45_30.lotheader	1	1	CLEAR
45	55	45_55	BlackpineCounty	Blackpine County	BlackpineCounty	common	common/media/maps/BlackpineCounty/45_55.lotheader	1	1	CLEAR
45	56	45_56	BlackpineCounty	Blackpine County	BlackpineCounty	common	common/media/maps/BlackpineCounty/45_56.lotheader	1	1	CLEAR
45	57	45_57	BlackpineCounty	Blackpine County	BlackpineCounty	common	common/media/maps/BlackpineCounty/45_57.lotheader	1	1	CLEAR
45	58	45_58	BlackpineCounty	Blackpine County	BlackpineCounty	common	common/media/maps/BlackpineCounty/45_58.lotheader	1	1	CLEAR
45	59	45_59	BlackpineCounty	Blackpine County	BlackpineCounty	common	common/media/maps/BlackpineCounty/45_59.lotheader	1	1	CLEAR
46	0	46_0	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/46_0.lotheader	1	1	CLEAR
46	1	46_1	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/46_1.lotheader	1	1	CLEAR
46	2	46_2	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/46_2.lotheader	1	1	CLEAR
46	3	46_3	Louisville_River_Marina	Louisville River Marina	Louisville_River_Marina	common	common/media/maps/Louisville_River_Marina/46_3.lotheader	2	2	CROSS_MOD_CONFLICT
46	3	46_3	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/46_3.lotheader	2	2	CROSS_MOD_CONFLICT
46	14	46_14	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/46_14.lotheader	1	1	CLEAR
46	15	46_15	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/46_15.lotheader	1	1	CLEAR
46	16	46_16	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/46_16.lotheader	1	1	CLEAR
46	17	46_17	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/46_17.lotheader	1	1	CLEAR
46	18	46_18	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/46_18.lotheader	1	1	CLEAR
46	19	46_19	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/46_19.lotheader	1	1	CLEAR
46	20	46_20	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/46_20.lotheader	1	1	CLEAR
46	21	46_21	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/46_21.lotheader	1	1	CLEAR
46	22	46_22	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/46_22.lotheader	1	1	CLEAR
46	23	46_23	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/46_23.lotheader	1	1	CLEAR
46	24	46_24	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/46_24.lotheader	1	1	CLEAR
46	29	46_29	Begonia_Town	Begonia_Town	Begonia_Town	common	common/media/maps/Begonia_Town/46_29.lotheader	1	1	CLEAR
46	30	46_30	Begonia_Town	Begonia_Town	Begonia_Town	common	common/media/maps/Begonia_Town/46_30.lotheader	1	1	CLEAR
47	0	47_0	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/47_0.lotheader	1	1	CLEAR
47	1	47_1	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/47_1.lotheader	1	1	CLEAR
47	2	47_2	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/47_2.lotheader	1	1	CLEAR
47	3	47_3	Louisville_River_Marina	Louisville River Marina	Louisville_River_Marina	common	common/media/maps/Louisville_River_Marina/47_3.lotheader	2	2	CROSS_MOD_CONFLICT
47	3	47_3	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/47_3.lotheader	2	2	CROSS_MOD_CONFLICT
47	4	47_4	Louisville_River_Marina	Louisville River Marina	Louisville_River_Marina	common	common/media/maps/Louisville_River_Marina/47_4.lotheader	1	1	CLEAR
47	16	47_16	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/47_16.lotheader	1	1	CLEAR
47	17	47_17	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/47_17.lotheader	1	1	CLEAR
47	18	47_18	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/47_18.lotheader	1	1	CLEAR
47	19	47_19	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/47_19.lotheader	1	1	CLEAR
47	20	47_20	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/47_20.lotheader	1	1	CLEAR
47	21	47_21	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/47_21.lotheader	1	1	CLEAR
47	22	47_22	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/47_22.lotheader	1	1	CLEAR
47	23	47_23	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/47_23.lotheader	1	1	CLEAR
47	24	47_24	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/47_24.lotheader	1	1	CLEAR
47	29	47_29	Begonia_Town	Begonia_Town	Begonia_Town	common	common/media/maps/Begonia_Town/47_29.lotheader	1	1	CLEAR
47	30	47_30	Begonia_Town	Begonia_Town	Begonia_Town	common	common/media/maps/Begonia_Town/47_30.lotheader	1	1	CLEAR
48	0	48_0	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/48_0.lotheader	1	1	CLEAR
48	1	48_1	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/48_1.lotheader	1	1	CLEAR
48	2	48_2	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/48_2.lotheader	1	1	CLEAR
48	3	48_3	Louisville_River_Marina	Louisville River Marina	Louisville_River_Marina	common	common/media/maps/Louisville_River_Marina/48_3.lotheader	2	2	CROSS_MOD_CONFLICT
48	3	48_3	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/48_3.lotheader	2	2	CROSS_MOD_CONFLICT
48	4	48_4	Louisville_River_Marina	Louisville River Marina	Louisville_River_Marina	common	common/media/maps/Louisville_River_Marina/48_4.lotheader	1	1	CLEAR
48	29	48_29	Begonia_Town	Begonia_Town	Begonia_Town	common	common/media/maps/Begonia_Town/48_29.lotheader	1	1	CLEAR
48	30	48_30	Begonia_Town	Begonia_Town	Begonia_Town	common	common/media/maps/Begonia_Town/48_30.lotheader	1	1	CLEAR
49	0	49_0	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/49_0.lotheader	1	1	CLEAR
49	1	49_1	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/49_1.lotheader	1	1	CLEAR
49	2	49_2	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/49_2.lotheader	1	1	CLEAR
49	3	49_3	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/49_3.lotheader	1	1	CLEAR
49	4	49_4	Louisville_River_Marina	Louisville River Marina	Louisville_River_Marina	common	common/media/maps/Louisville_River_Marina/49_4.lotheader	1	1	CLEAR
49	23	49_23	HazelnutManor	Hazelnut Manor	Hazelnut Manor	common	common/media/maps/Hazelnut Manor/49_23.lotheader	1	1	CLEAR
49	24	49_24	HazelnutManor	Hazelnut Manor	Hazelnut Manor	common	common/media/maps/Hazelnut Manor/49_24.lotheader	1	1	CLEAR
50	0	50_0	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/50_0.lotheader	1	1	CLEAR
50	1	50_1	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/50_1.lotheader	1	1	CLEAR
50	2	50_2	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/50_2.lotheader	1	1	CLEAR
50	3	50_3	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/50_3.lotheader	1	1	CLEAR
50	23	50_23	HazelnutManor	Hazelnut Manor	Hazelnut Manor	common	common/media/maps/Hazelnut Manor/50_23.lotheader	1	1	CLEAR
50	24	50_24	HazelnutManor	Hazelnut Manor	Hazelnut Manor	common	common/media/maps/Hazelnut Manor/50_24.lotheader	1	1	CLEAR
50	43	50_43	littletown	LittleTown	littletown	common	common/media/maps/littletown/50_43.lotheader	1	1	CLEAR
50	44	50_44	littletown	LittleTown	littletown	common	common/media/maps/littletown/50_44.lotheader	1	1	CLEAR
51	0	51_0	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/51_0.lotheader	1	1	CLEAR
51	1	51_1	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/51_1.lotheader	1	1	CLEAR
51	2	51_2	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/51_2.lotheader	1	1	CLEAR
51	3	51_3	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/51_3.lotheader	1	1	CLEAR
51	4	51_4	Louisville_Riverboat	Louisville_Riverboat	Louisville_Riverboat	common	common/media/maps/Louisville_Riverboat/51_4.lotheader	1	1	CLEAR
51	43	51_43	littletown	LittleTown	littletown	common	common/media/maps/littletown/51_43.lotheader	1	1	CLEAR
51	44	51_44	littletown	LittleTown	littletown	common	common/media/maps/littletown/51_44.lotheader	1	1	CLEAR
52	0	52_0	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/52_0.lotheader	1	1	CLEAR
52	1	52_1	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/52_1.lotheader	1	1	CLEAR
52	2	52_2	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/52_2.lotheader	1	1	CLEAR
52	3	52_3	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/52_3.lotheader	1	1	CLEAR
52	15	52_15	Louisville_Quarantine_Zone	Louisville Quarantine Zone	Louisville_Quarantine_Zone	common	common/media/maps/Louisville_Quarantine_Zone/52_15.lotheader	1	1	CLEAR
52	16	52_16	Louisville_Quarantine_Zone	Louisville Quarantine Zone	Louisville_Quarantine_Zone	common	common/media/maps/Louisville_Quarantine_Zone/52_16.lotheader	1	1	CLEAR
53	0	53_0	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/53_0.lotheader	1	1	CLEAR
53	1	53_1	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/53_1.lotheader	1	1	CLEAR
53	2	53_2	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/53_2.lotheader	1	1	CLEAR
53	3	53_3	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/53_3.lotheader	1	1	CLEAR
53	4	53_4	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/53_4.lotheader	1	1	CLEAR
53	15	53_15	Louisville_Quarantine_Zone	Louisville Quarantine Zone	Louisville_Quarantine_Zone	common	common/media/maps/Louisville_Quarantine_Zone/53_15.lotheader	1	1	CLEAR
53	16	53_16	Louisville_Quarantine_Zone	Louisville Quarantine Zone	Louisville_Quarantine_Zone	common	common/media/maps/Louisville_Quarantine_Zone/53_16.lotheader	1	1	CLEAR
54	0	54_0	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/54_0.lotheader	1	1	CLEAR
54	1	54_1	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/54_1.lotheader	1	1	CLEAR
54	2	54_2	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/54_2.lotheader	1	1	CLEAR
54	3	54_3	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/54_3.lotheader	1	1	CLEAR
54	4	54_4	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/54_4.lotheader	1	1	CLEAR
54	7	54_7	Fort_Boonesborough	Fort Boonesborough	Fort_Boonesborough	common	common/media/maps/Fort_Boonesborough/54_7.lotheader	1	1	CLEAR
54	15	54_15	Louisville_Quarantine_Zone	Louisville Quarantine Zone	Louisville_Quarantine_Zone	common	common/media/maps/Louisville_Quarantine_Zone/54_15.lotheader	1	1	CLEAR
54	16	54_16	Louisville_Quarantine_Zone	Louisville Quarantine Zone	Louisville_Quarantine_Zone	common	common/media/maps/Louisville_Quarantine_Zone/54_16.lotheader	1	1	CLEAR
55	0	55_0	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/55_0.lotheader	1	1	CLEAR
55	1	55_1	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/55_1.lotheader	1	1	CLEAR
55	2	55_2	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/55_2.lotheader	1	1	CLEAR
55	3	55_3	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/55_3.lotheader	1	1	CLEAR
55	4	55_4	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/55_4.lotheader	1	1	CLEAR
55	7	55_7	Fort_Boonesborough	Fort Boonesborough	Fort_Boonesborough	common	common/media/maps/Fort_Boonesborough/55_7.lotheader	1	1	CLEAR
56	0	56_0	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/56_0.lotheader	1	1	CLEAR
56	1	56_1	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/56_1.lotheader	1	1	CLEAR
56	2	56_2	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/56_2.lotheader	1	1	CLEAR
56	3	56_3	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/56_3.lotheader	1	1	CLEAR
56	4	56_4	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/56_4.lotheader	1	1	CLEAR
56	7	56_7	Fort_Boonesborough	Fort Boonesborough	Fort_Boonesborough	common	common/media/maps/Fort_Boonesborough/56_7.lotheader	1	1	CLEAR
56	22	56_22	WILDSTEEL	WILDSTEEL	WILDSTEEL	common	common/media/maps/WILDSTEEL/56_22.lotheader	1	1	CLEAR
56	23	56_23	WILDSTEEL	WILDSTEEL	WILDSTEEL	common	common/media/maps/WILDSTEEL/56_23.lotheader	1	1	CLEAR
57	0	57_0	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/57_0.lotheader	1	1	CLEAR
57	1	57_1	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/57_1.lotheader	1	1	CLEAR
57	2	57_2	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/57_2.lotheader	1	1	CLEAR
57	3	57_3	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/57_3.lotheader	1	1	CLEAR
57	22	57_22	WILDSTEEL	WILDSTEEL	WILDSTEEL	common	common/media/maps/WILDSTEEL/57_22.lotheader	1	1	CLEAR
57	23	57_23	WILDSTEEL	WILDSTEEL	WILDSTEEL	common	common/media/maps/WILDSTEEL/57_23.lotheader	1	1	CLEAR
58	0	58_0	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/58_0.lotheader	1	1	CLEAR
58	1	58_1	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/58_1.lotheader	1	1	CLEAR
58	2	58_2	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/58_2.lotheader	1	1	CLEAR
58	3	58_3	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/58_3.lotheader	1	1	CLEAR
59	0	59_0	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/59_0.lotheader	1	1	CLEAR
59	1	59_1	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/59_1.lotheader	1	1	CLEAR
59	2	59_2	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/59_2.lotheader	1	1	CLEAR
59	3	59_3	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/59_3.lotheader	1	1	CLEAR
60	0	60_0	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/60_0.lotheader	1	1	CLEAR
60	1	60_1	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/60_1.lotheader	1	1	CLEAR
60	2	60_2	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/60_2.lotheader	1	1	CLEAR
60	3	60_3	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/60_3.lotheader	1	1	CLEAR
61	0	61_0	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/61_0.lotheader	1	1	CLEAR
61	1	61_1	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/61_1.lotheader	1	1	CLEAR
61	2	61_2	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/61_2.lotheader	1	1	CLEAR
61	3	61_3	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/61_3.lotheader	1	1	CLEAR
62	0	62_0	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/62_0.lotheader	1	1	CLEAR
62	1	62_1	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/62_1.lotheader	1	1	CLEAR
62	2	62_2	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/62_2.lotheader	1	1	CLEAR
62	3	62_3	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/62_3.lotheader	1	1	CLEAR
63	0	63_0	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/63_0.lotheader	1	1	CLEAR
63	1	63_1	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/63_1.lotheader	1	1	CLEAR
63	2	63_2	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/63_2.lotheader	1	1	CLEAR
64	0	64_0	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/64_0.lotheader	1	1	CLEAR
64	1	64_1	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/64_1.lotheader	1	1	CLEAR
64	2	64_2	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/64_2.lotheader	1	1	CLEAR
65	0	65_0	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/65_0.lotheader	1	1	CLEAR
65	1	65_1	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/65_1.lotheader	1	1	CLEAR
65	2	65_2	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/65_2.lotheader	1	1	CLEAR
66	0	66_0	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/66_0.lotheader	1	1	CLEAR
66	1	66_1	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/66_1.lotheader	1	1	CLEAR
66	2	66_2	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/66_2.lotheader	1	1	CLEAR
67	0	67_0	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/67_0.lotheader	1	1	CLEAR
67	1	67_1	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/67_1.lotheader	1	1	CLEAR
67	2	67_2	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/67_2.lotheader	1	1	CLEAR
68	0	68_0	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/68_0.lotheader	1	1	CLEAR
68	1	68_1	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/68_1.lotheader	1	1	CLEAR
68	2	68_2	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/68_2.lotheader	1	1	CLEAR
69	0	69_0	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/69_0.lotheader	1	1	CLEAR
69	1	69_1	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/69_1.lotheader	1	1	CLEAR
69	2	69_2	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/69_2.lotheader	1	1	CLEAR
70	0	70_0	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/70_0.lotheader	1	1	CLEAR
70	1	70_1	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/70_1.lotheader	1	1	CLEAR
71	0	71_0	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/71_0.lotheader	1	1	CLEAR
71	1	71_1	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/71_1.lotheader	1	1	CLEAR
72	0	72_0	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/72_0.lotheader	1	1	CLEAR
72	1	72_1	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/72_1.lotheader	1	1	CLEAR
73	0	73_0	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/73_0.lotheader	1	1	CLEAR
73	1	73_1	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/73_1.lotheader	1	1	CLEAR
74	0	74_0	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/74_0.lotheader	1	1	CLEAR
75	0	75_0	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/75_0.lotheader	1	1	CLEAR
76	0	76_0	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/76_0.lotheader	1	1	CLEAR
77	0	77_0	PIE42	PIE42	PIElots	common	common/media/maps/PIElots/77_0.lotheader	1	1	CLEAR
87	46	87_46	PROJECTRVInterior42	modPROJECTRVInterior	map_distanciado	common	common/media/maps/map_distanciado/87_46.lotheader	1	1	CLEAR
87	47	87_47	PROJECTRVInterior42	modPROJECTRVInterior	map_distanciado	common	common/media/maps/map_distanciado/87_47.lotheader	1	1	CLEAR
87	48	87_48	PROJECTRVInterior42	modPROJECTRVInterior	map_distanciado	common	common/media/maps/map_distanciado/87_48.lotheader	1	1	CLEAR
87	49	87_49	PROJECTRVInterior42	modPROJECTRVInterior	map_distanciado	common	common/media/maps/map_distanciado/87_49.lotheader	1	1	CLEAR
88	46	88_46	PROJECTRVInterior42	modPROJECTRVInterior	map_distanciado	common	common/media/maps/map_distanciado/88_46.lotheader	1	1	CLEAR
88	47	88_47	PROJECTRVInterior42	modPROJECTRVInterior	map_distanciado	common	common/media/maps/map_distanciado/88_47.lotheader	1	1	CLEAR
88	48	88_48	PROJECTRVInterior42	modPROJECTRVInterior	map_distanciado	common	common/media/maps/map_distanciado/88_48.lotheader	1	1	CLEAR
88	49	88_49	PROJECTRVInterior42	modPROJECTRVInterior	map_distanciado	common	common/media/maps/map_distanciado/88_49.lotheader	1	1	CLEAR
89	46	89_46	PROJECTRVInterior42	modPROJECTRVInterior	map_distanciado	common	common/media/maps/map_distanciado/89_46.lotheader	1	1	CLEAR
89	47	89_47	PROJECTRVInterior42	modPROJECTRVInterior	map_distanciado	common	common/media/maps/map_distanciado/89_47.lotheader	1	1	CLEAR
89	48	89_48	PROJECTRVInterior42	modPROJECTRVInterior	map_distanciado	common	common/media/maps/map_distanciado/89_48.lotheader	1	1	CLEAR
89	49	89_49	PROJECTRVInterior42	modPROJECTRVInterior	map_distanciado	common	common/media/maps/map_distanciado/89_49.lotheader	1	1	CLEAR
90	46	90_46	PROJECTRVInterior42	modPROJECTRVInterior	map_distanciado	common	common/media/maps/map_distanciado/90_46.lotheader	1	1	CLEAR
90	47	90_47	PROJECTRVInterior42	modPROJECTRVInterior	map_distanciado	common	common/media/maps/map_distanciado/90_47.lotheader	1	1	CLEAR
90	48	90_48	PROJECTRVInterior42	modPROJECTRVInterior	map_distanciado	common	common/media/maps/map_distanciado/90_48.lotheader	1	1	CLEAR
90	49	90_49	PROJECTRVInterior42	modPROJECTRVInterior	map_distanciado	common	common/media/maps/map_distanciado/90_49.lotheader	1	1	CLEAR
91	46	91_46	PROJECTRVInterior42	modPROJECTRVInterior	map_distanciado	common	common/media/maps/map_distanciado/91_46.lotheader	1	1	CLEAR
91	47	91_47	PROJECTRVInterior42	modPROJECTRVInterior	map_distanciado	common	common/media/maps/map_distanciado/91_47.lotheader	1	1	CLEAR
91	48	91_48	PROJECTRVInterior42	modPROJECTRVInterior	map_distanciado	common	common/media/maps/map_distanciado/91_48.lotheader	1	1	CLEAR
91	49	91_49	PROJECTRVInterior42	modPROJECTRVInterior	map_distanciado	common	common/media/maps/map_distanciado/91_49.lotheader	1	1	CLEAR
92	46	92_46	PROJECTRVInterior42	modPROJECTRVInterior	map_distanciado	common	common/media/maps/map_distanciado/92_46.lotheader	1	1	CLEAR
